host,metric,value,units,timestamp
[redacted],DB [client-forms-shadow]: Tuples updated per second,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Tuples returned per second,21.41626705304403,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Tuples inserted per second,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Tuples fetched per second,0.23332897956623846,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Tuples deleted per second,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Temp_files created per second,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Temp_bytes written per second,0,B,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Backends connected,1,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Detected deadlocks per second,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Detected conflicts per second,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Checksum failures,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Disk blocks write time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Disk blocks read time per second,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Blocks hit per second,1.449972944447339,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Disk blocks read per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Get locks,,,2025-07-09_05-00
[redacted],DB [postgres]: Num of locks total,1,,2025-07-09_05-00
[redacted],DB [postgres]: Num of share locks,0,,2025-07-09_05-00
[redacted],DB [postgres]: Num of shareupdateexclusive locks,0,,2025-07-09_05-00
[redacted],DB [postgres]: Num of sharerowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Bloating tables,0,,2025-07-09_05-00
[redacted],DB [postgres]: Bloating tables,0,,2025-07-09_05-00
[redacted],DB [postgres]: Num of rowshare locks,0,,2025-07-09_05-00
[redacted],DB [postgres]: Num of rowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [postgres]: Num of exclusive locks,0,,2025-07-09_05-00
[redacted],DB [postgres]: Num of accessshare locks,1,,2025-07-09_05-00
[redacted],DB [postgres]: Num of accessexclusive locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Get locks,,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of locks total,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of share locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of shareupdateexclusive locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of sharerowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of rowshare locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of rowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of exclusive locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of accessshare locks,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Num of accessexclusive locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Get locks,,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of locks total,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of share locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of shareupdateexclusive locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of sharerowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of rowshare locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of rowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of exclusive locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of accessshare locks,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Num of accessexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Get locks,,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of locks total,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of share locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of shareupdateexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of sharerowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of rowshare locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of rowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of exclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of accessshare locks,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Num of accessexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Get locks,,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of locks total,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of share locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of shareupdateexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of sharerowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of rowshare locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of rowexclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of exclusive locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of accessshare locks,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Num of accessexclusive locks,0,,2025-07-09_05-00
[redacted],DB [postgres]: Get queries,,,2025-07-09_05-00
[redacted],DB [postgres]: Queries sum transaction time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Queries max transaction time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Queries slow transaction count,0,,2025-07-09_05-00
[redacted],DB [postgres]: Queries sum query time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Queries max query time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Queries slow query count,0,,2025-07-09_05-00
[redacted],DB [postgres]: Queries sum maintenance time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Queries max maintenance time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Queries slow maintenance count,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Get queries,,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries sum transaction time,0,s,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries max transaction time,0,s,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries slow transaction count,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries sum query time,0,s,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries max query time,0,s,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries slow query count,0,,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries sum maintenance time,0,s,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries max maintenance time,0,s,2025-07-09_05-00
[redacted],DB [shadowCloud]: Queries slow maintenance count,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Get queries,,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries sum transaction time,0,s,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries max transaction time,0,s,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries slow transaction count,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries sum query time,0,s,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries max query time,0,s,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries slow query count,0,,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries sum maintenance time,0,s,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries max maintenance time,0,s,2025-07-09_05-00
[redacted],DB [cloud_gameservers]: Queries slow maintenance count,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Get queries,,,2025-07-09_05-00
[redacted],DB [client-forms]: Queries sum transaction time,0,s,2025-07-09_05-00
[redacted],DB [client-forms]: Queries max transaction time,0,s,2025-07-09_05-00
[redacted],DB [client-forms]: Queries slow transaction count,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Queries sum query time,0,s,2025-07-09_05-00
[redacted],DB [client-forms]: Queries max query time,0,s,2025-07-09_05-00
[redacted],DB [client-forms]: Queries slow query count,0,,2025-07-09_05-00
[redacted],DB [client-forms]: Queries sum maintenance time,0,s,2025-07-09_05-00
[redacted],DB [client-forms]: Queries max maintenance time,0,s,2025-07-09_05-00
[redacted],DB [client-forms]: Queries slow maintenance count,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Get queries,,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries sum transaction time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries max transaction time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries slow transaction count,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries sum query time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries max query time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries slow query count,0,,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries sum maintenance time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries max maintenance time,0,s,2025-07-09_05-00
[redacted],DB [client-forms-shadow]: Queries slow maintenance count,0,,2025-07-09_05-00
[redacted],Number of processed numeric (float) values per second,6.193049202842381,!vps,2025-07-09_05-00
[redacted],Number of processed character values per second,0,!vps,2025-07-09_05-00
[redacted],Number of processed log values per second,0,!vps,2025-07-09_05-00
[redacted],Number of processed numeric (unsigned) values per second,6.442541717920522,!vps,2025-07-09_05-00
[redacted],Number of processed text values per second,1.0154957141465435,!vps,2025-07-09_05-00
[redacted],Number of processed not supported values per second,0.38289275525103,!vps,2025-07-09_05-00
[redacted],"Utilization of alerter internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of configuration syncer internal processes, in %",0.37124535943300707,%,2025-07-09_05-00
[redacted],"Utilization of escalator internal processes, in %",0.050761421319796954,%,2025-07-09_05-00
[redacted],"Utilization of history syncer internal processes, in %",0.3386243386243386,%,2025-07-09_05-00
[redacted],"Utilization of housekeeper internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of http poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of icmp pinger data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of proxy poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of self-monitoring internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of timer internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of trapper data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of unreachable poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],Queue over 10 minutes,0,,2025-07-09_05-00
[redacted],Queue,0,,2025-07-09_05-00
[redacted],"Configuration cache, % used",27.601242065429688,%,2025-07-09_05-00
[redacted],"History write cache, % used",0,%,2025-07-09_05-00
[redacted],"History index cache, % used",0.6186121570736955,%,2025-07-09_05-00
[redacted],"Trend write cache, % used",2.2296905517578125,%,2025-07-09_05-00
[redacted],Number of processed values per second,13.784099451782383,!vps,2025-07-09_05-00
[redacted],"Value cache, % used",2.096272107182641,%,2025-07-09_05-00
[redacted],Value cache hits,32.38127850797024,!vps,2025-07-09_05-00
[redacted],Value cache misses,0,!vps,2025-07-09_05-00
[redacted],Value cache operating mode,0,!vps,2025-07-09_05-00
[redacted],"Utilization of task manager internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of alert manager internal processes, in %",0.033852403520649964,%,2025-07-09_05-00
[redacted],"Utilization of preprocessing manager internal processes, in %",0.050394758945069715,%,2025-07-09_05-00
[redacted],"Utilization of preprocessing worker internal processes, in %",0.0031600017634756104,%,2025-07-09_05-00
[redacted],Preprocessing queue,0,,2025-07-09_05-00
[redacted],LLD queue,0,,2025-07-09_05-00
[redacted],"Utilization of LLD manager internal processes, in %",0.016931933626820182,%,2025-07-09_05-00
[redacted],"Utilization of LLD worker internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of alert syncer internal processes, in %",0.06770480704129993,%,2025-07-09_05-00
[redacted],"Trend function cache, % of unique requests",0,%,2025-07-09_05-00
[redacted],"Trend function cache, % of misses",0,%,2025-07-09_05-00
[redacted],"Utilization of availability manager internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of history poller internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of trigger housekeeper internal processes, in %",0,%,2025-07-09_05-00
[redacted],Version,7.2.5,,2025-07-09_05-00
[redacted],"Utilization of service manager internal processes, in %",0.016929067208396816,%,2025-07-09_05-00
[redacted],"Utilization of ODBC poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],REDACTED,REDACTED,,2025-07-09_05-00
[redacted],Free swap space,0,B,2025-07-09_05-00
[redacted],CPU system time,1.020966,%,2025-07-09_05-00
[redacted],CPU user time,2.73449,%,2025-07-09_05-00
[redacted],REDACTED,REDACTED,,2025-07-09_05-00
[redacted],System local time,1752037192,unixtime,2025-07-09_05-00
[redacted],Operating system architecture,x86_64,,2025-07-09_05-00
[redacted],Operating system,"Linux version 6.1.0-31-amd64 (debian-kernel@lists.debian.org) (gcc-12 (Debian 12.2.0-14) 12.2.0, GNU ld (GNU Binutils for Debian) 2.40) #1 SMP PREEMPT_DYNAMIC Debian 6.1.128-1 (2025-02-07)",,2025-07-09_05-00
[redacted],Number of installed packages,718,,2025-07-09_05-00
[redacted],Free swap space in %,100,%,2025-07-09_05-00
[redacted],Zabbix agent ping,1,,2025-07-09_05-00
[redacted],Total swap space,0,B,2025-07-09_05-00
[redacted],REDACTED,REDACTED,,2025-07-09_05-00
[redacted],System uptime,11462537,uptime,2025-07-09_05-00
[redacted],Number of logged in users,0,,2025-07-09_05-00
[redacted],Checksum of /etc/passwd,175a50af7684d13571bb4c356efa1bed4c0066ec9268c86ec9b12c26bc129521,,2025-07-09_05-00
[redacted],Available memory,2625482752,B,2025-07-09_05-00
[redacted],Available memory in %,30.899825,%,2025-07-09_05-00
[redacted],Total memory,8127225856,B,2025-07-09_05-00
[redacted],CPU steal time,0,%,2025-07-09_05-00
[redacted],CPU softirq time,0.264773,%,2025-07-09_05-00
[redacted],CPU nice time,0,%,2025-07-09_05-00
[redacted],Load average (1m avg),0.141602,,2025-07-09_05-00
[redacted],Version of Zabbix agent running,7.2.5,,2025-07-09_05-00
[redacted],Maximum number of open file descriptors,9223372036854775807,,2025-07-09_05-00
[redacted],Maximum number of processes,4194304,,2025-07-09_05-00
[redacted],Number of processes,406,,2025-07-09_05-00
[redacted],Number of running processes,1,,2025-07-09_05-00
[redacted],System boot time,1740574663,unixtime,2025-07-09_05-00
[redacted],Interrupts per second,1530.9640351181026,,2025-07-09_05-00
[redacted],Load average (5m avg),0.342773,,2025-07-09_05-00
[redacted],CPU iowait time,0.07564,%,2025-07-09_05-00
[redacted],Load average (15m avg),0.251953,,2025-07-09_05-00
[redacted],Number of CPUs,4,,2025-07-09_05-00
[redacted],Context switches per second,2516.570467008288,,2025-07-09_05-00
[redacted],CPU guest time,0,%,2025-07-09_05-00
[redacted],CPU guest nice time,0,%,2025-07-09_05-00
[redacted],CPU idle time,95.627153,%,2025-07-09_05-00
[redacted],CPU interrupt time,0,%,2025-07-09_05-00
[redacted],Zabbix agent availability,1,,2025-07-09_05-00
[redacted],CPU utilization,4.372846999999993,%,2025-07-09_05-00
[redacted],Memory utilization,69.10017500000001,%,2025-07-09_05-00
[redacted],Zabbix proxies stats,,,2025-07-09_05-00
[redacted],Get filesystems,,,2025-07-09_05-00
[redacted],Discovery queue,0,,2025-07-09_05-00
[redacted],"Utilization of discovery manager internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of discovery worker internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of agent poller data collector processes, in %",0.22033898305084745,%,2025-07-09_05-00
[redacted],"Utilization of http agent poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of snmp poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],Number of values synchronized with the database per second,12.702079050355424,!vps,2025-07-09_05-00
[redacted],"Utilization of browser poller data collector processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of configuration syncer worker internal processes, in %",0,%,2025-07-09_05-00
[redacted],"Utilization of internal poller data collector processes, in %",0.016931933626820182,%,2025-07-09_05-00
[redacted],"Utilization of proxy group manager internal processes, in %",0,%,2025-07-09_05-00
[redacted],Zabbix proxy groups stats,,,2025-07-09_05-00
[redacted],FS [/]: Get data,"{""fsname"":""/"",""options"":""rw,relatime,errors=remount-ro"",""bytes"":{""used"":47657086976,""free"":29350273024,""total"":80321626112,""pused"":61.886405372161832,""pfree"":38.113594627838168},""fstype"":""ext4"",""inodes"":{""used"":1179565,""free"":3702179,""total"":4881744,""pused"":24.162778711870185,""pfree"":75.837221288129811}}",,2025-07-09_05-00
[redacted],FS [/]: Space: Available,29350273024,B,2025-07-09_05-00
[redacted],FS [/]: Option: Read-only,0,,2025-07-09_05-00
[redacted],FS [/]: Space: Used,47657086976,B,2025-07-09_05-00
[redacted],FS [/]: Space: Total,80321626112,B,2025-07-09_05-00
[redacted],"FS [/]: Space: Used, in %",61.88640537216183,%,2025-07-09_05-00
[redacted],"FS [/]: Inodes: Free, in %",75.83722128812981,%,2025-07-09_05-00
[redacted],Interface eth0: Inbound packets discarded,0,,2025-07-09_05-00
[redacted],Interface tailscale0: Inbound packets discarded,0,,2025-07-09_05-00
[redacted],Interface eth0: Inbound packets with errors,0,,2025-07-09_05-00
[redacted],Interface tailscale0: Inbound packets with errors,0,,2025-07-09_05-00
[redacted],Interface eth0: Bits received,91056,bps,2025-07-09_05-00
[redacted],Interface tailscale0: Bits received,13512,bps,2025-07-09_05-00
[redacted],Interface eth0: Outbound packets discarded,0,,2025-07-09_05-00
[redacted],Interface tailscale0: Outbound packets discarded,0,,2025-07-09_05-00
[redacted],Interface eth0: Outbound packets with errors,0,,2025-07-09_05-00
[redacted],Interface tailscale0: Outbound packets with errors,0,,2025-07-09_05-00
[redacted],Interface eth0: Bits sent,138256,bps,2025-07-09_05-00
[redacted],Interface tailscale0: Bits sent,49456,bps,2025-07-09_05-00
[redacted],Interface eth0: Operational status,6,,2025-07-09_05-00
[redacted],Interface tailscale0: Operational status,0,,2025-07-09_05-00
[redacted],Interface eth0: Interface type,1,,2025-07-09_05-00
[redacted],Interface tailscale0: Interface type,65534,,2025-07-09_05-00
[redacted],Zabbix stats cluster,,,2025-07-09_05-00
[redacted],sda: Get stats,,,2025-07-09_05-00
[redacted],sda: Disk write time (rate),0.0052665816416559985,,2025-07-09_05-00
[redacted],sda: Disk write rate,12.833126152136451,!w/s,2025-07-09_05-00
[redacted],sda: Disk utilization,0.3333279520035442,%,2025-07-09_05-00
[redacted],sda: Disk read time (rate),0,,2025-07-09_05-00
[redacted],sda: Disk read rate,0,!r/s,2025-07-09_05-00
[redacted],sda: Disk average queue size (avgqu-sz),0.006766557425671948,,2025-07-09_05-00
[redacted],sda: Disk read request avg waiting time (r_await),0,!ms,2025-07-09_05-00
[redacted],sda: Disk write request avg waiting time (w_await),0.7423167848699764,!ms,2025-07-09_05-00
[redacted],Get archive,,,2025-07-09_05-00
[redacted],Count of autovacuum workers,0,,2025-07-09_05-00
[redacted],Get connections sum,,,2025-07-09_05-00
[redacted],Get dbstat sum,,,2025-07-09_05-00
[redacted],Get dbstat,,,2025-07-09_05-00
[redacted],Get locks,,,2025-07-09_05-00
[redacted],Age of oldest xid,0,,2025-07-09_05-00
[redacted],Ping,1,,2025-07-09_05-00
[redacted],Get queries,,,2025-07-09_05-00
[redacted],Replication: Standby count,0,,2025-07-09_05-00
[redacted],Replication: Lag in bytes,0,B,2025-07-09_05-00
[redacted],Replication: Lag in seconds,0,s,2025-07-09_05-00
[redacted],Get replication,,,2025-07-09_05-00
[redacted],Replication: Recovery role,0,,2025-07-09_05-00
[redacted],Replication: Status,2,,2025-07-09_05-00
[redacted],Uptime,7390186.051417,s,2025-07-09_05-00
[redacted],Version,"PostgreSQL 17.4 (Debian 17.4-1.pgdg120+2) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,2025-07-09_05-00
[redacted],Get WAL,,,2025-07-09_05-00
[redacted],Archive: Count of archived files,0,,2025-07-09_05-00
[redacted],Archive: Count of files in archive_status need to archive,0,,2025-07-09_05-00
[redacted],Archive: Count of failed attempts to archive files,0,,2025-07-09_05-00
[redacted],Archive: Size of files need to archive,0,,2025-07-09_05-00
[redacted],Dbstat: Number temp bytes per second,0,b,2025-07-09_05-00
[redacted],Dbstat: Hit blocks read per second,181.29934726191672,,2025-07-09_05-00
[redacted],Dbstat: Disk blocks read per second,0.1333328532906172,,2025-07-09_05-00
[redacted],Dbstat: Blocks read time,0,s,2025-07-09_05-00
[redacted],Dbstat: Blocks write time,0,s,2025-07-09_05-00
[redacted],Dbstat: Checksum failures per second,0,,2025-07-09_05-00
[redacted],Dbstat: Conflicts per second,0,,2025-07-09_05-00
[redacted],Dbstat: Deadlocks per second,0,,2025-07-09_05-00
[redacted],Dbstat: Backends connected,28,,2025-07-09_05-00
[redacted],Dbstat: Number temp files per second,0,,2025-07-09_05-00
[redacted],Dbstat: Rows deleted per second,0,,2025-07-09_05-00
[redacted],Dbstat: Rows fetched per second,33.49987938926757,,2025-07-09_05-00
[redacted],Dbstat: Rows inserted per second,12.716620882592615,,2025-07-09_05-00
[redacted],Dbstat: Rows returned per second,1996.6594780269925,,2025-07-09_05-00
[redacted],Dbstat: Rows updated per second,0.19999927993592578,,2025-07-09_05-00
[redacted],Dbstat: Committed transactions per second,13.633284248965609,,2025-07-09_05-00
[redacted],Dbstat: Roll backed transactions per second,0.01666660666132715,,2025-07-09_05-00
[redacted],Connections sum: Active,1,,2025-07-09_05-00
[redacted],Connections sum: Disabled,0,,2025-07-09_05-00
[redacted],Connections sum: Fastpath function call,0,,2025-07-09_05-00
[redacted],Connections sum: Idle,27,,2025-07-09_05-00
[redacted],Connections sum: Idle in transaction,0,,2025-07-09_05-00
[redacted],Connections sum: Idle in transaction (aborted),0,,2025-07-09_05-00
[redacted],Connections sum: Prepared,0,,2025-07-09_05-00
[redacted],Connections sum: Total,28,,2025-07-09_05-00
[redacted],"Connections sum: Total, %",28,%,2025-07-09_05-00
[redacted],Connections sum: Waiting,27,,2025-07-09_05-00
[redacted],WAL: Segments count,5,,2025-07-09_05-00
[redacted],WAL: Bytes received,0,B,2025-07-09_05-00
[redacted],WAL: Bytes written,17245,B,2025-07-09_05-00
[redacted],"Cache hit ratio, %",99.91108740108471,%,2025-07-09_05-00
[redacted],DB [postgres]: Database age,40122989,,2025-07-09_05-00
[redacted],DB [zabbix]: Database age,40122991,,2025-07-09_05-00
[redacted],DB [synapse]: Database age,40122993,,2025-07-09_05-00
[redacted],DB [postgres]: Bloating tables,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Bloating tables,5,,2025-07-09_05-00
[redacted],DB [synapse]: Bloating tables,0,,2025-07-09_05-00
[redacted],DB [postgres]: Database size,7826579,B,2025-07-09_05-00
[redacted],DB [zabbix]: Database size,4053576851,B,2025-07-09_05-00
[redacted],DB [synapse]: Database size,7900307,B,2025-07-09_05-00
[redacted],DB [postgres]: Get dbstat,,,2025-07-09_05-00
[redacted],DB [postgres]: Rollbacks per second,0.0166666733080582,,2025-07-09_05-00
[redacted],DB [postgres]: Commits per second,0.33333346616116405,,2025-07-09_05-00
[redacted],DB [postgres]: Tuples updated per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Tuples returned per second,21.666675300475664,,2025-07-09_05-00
[redacted],DB [postgres]: Tuples inserted per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Tuples fetched per second,0.2333334263128148,,2025-07-09_05-00
[redacted],DB [postgres]: Tuples deleted per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Temp_files created per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Temp_bytes written per second,0,B,2025-07-09_05-00
[redacted],DB [postgres]: Backends connected,2,,2025-07-09_05-00
[redacted],DB [postgres]: Detected deadlocks per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Detected conflicts per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Checksum failures,0,,2025-07-09_05-00
[redacted],DB [postgres]: Disk blocks write time,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Disk blocks read time per second,0,s,2025-07-09_05-00
[redacted],DB [postgres]: Blocks hit per second,1.4666672511091217,,2025-07-09_05-00
[redacted],DB [postgres]: Disk blocks read per second,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Get dbstat,,,2025-07-09_05-00
[redacted],DB [zabbix]: Rollbacks per second,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Commits per second,13.383338666370737,,2025-07-09_05-00
[redacted],DB [zabbix]: Tuples updated per second,0.20000007969669842,,2025-07-09_05-00
[redacted],DB [zabbix]: Tuples returned per second,1937.834105527927,,2025-07-09_05-00
[redacted],DB [zabbix]: Tuples inserted per second,12.800005100588699,,2025-07-09_05-00
[redacted],DB [zabbix]: Tuples fetched per second,32.55001297063767,,2025-07-09_05-00
[redacted],DB [zabbix]: Tuples deleted per second,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Temp_files created per second,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Temp_bytes written per second,0,B,2025-07-09_05-00
[redacted],DB [zabbix]: Backends connected,25,,2025-07-09_05-00
[redacted],DB [zabbix]: Detected deadlocks per second,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Detected conflicts per second,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Checksum failures,0,,2025-07-09_05-00
[redacted],DB [zabbix]: Disk blocks write time,0,s,2025-07-09_05-00
[redacted],DB [zabbix]: Disk blocks read time per second,0,s,2025-07-09_05-00
[redacted],DB [zabbix]: Blocks hit per second,176.38340361917994,,2025-07-09_05-00
[redacted],DB [zabbix]: Disk blocks read per second,0.1500000597725238,,2025-07-09_05-00
[redacted],DB [synapse]: Get dbstat,,,2025-07-09_05-00
[redacted],DB [synapse]: Rollbacks per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Commits per second,0.050000019924174605,,2025-07-09_05-00
[redacted],DB [synapse]: Tuples updated per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Tuples returned per second,21.666675300475664,,2025-07-09_05-00
[redacted],DB [synapse]: Tuples inserted per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Tuples fetched per second,0.2333334263128148,,2025-07-09_05-00
[redacted],DB [synapse]: Tuples deleted per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Temp_files created per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Temp_bytes written per second,0,B,2025-07-09_05-00
[redacted],DB [synapse]: Backends connected,1,,2025-07-09_05-00
[redacted],DB [synapse]: Detected deadlocks per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Detected conflicts per second,0,,2025-07-09_05-00
[redacted],DB [synapse]: Checksum failures,0,,2025-07-09_05-00
[redacted],DB [synapse]: Disk blocks write time,0,s,2025-07-09_05-00
[redacted],DB [synapse]: Disk blocks read time per second,0,s,2025-07-09_05-00
[redacted],DB [synapse]: Blocks hit per second,1.4666672511091217,,2025-07-09_05-00
[redacted],DB [synapse]: Disk blocks read per second,0,,2025-07-09_05-00
[redacted],DB [postgres]: Get locks,,,2025-07-09_05-00
[redacted],DB [postgres]: Num of locks total,1,,2025-07-09_05-00
[redacted],DB [postgres]: Num of share locks,0,,2025-07-09_05-00
